Company/Brand,Stage,Amount($),HeadQuarter,What it does,Sector,Funded Year,Founded,Investor
Agnikul,Series A,11000000.0,Chennai,"Agnikul is a space tech startup that designs, manufactures, tests, and launch orbital class rockets for micro and nano satellites.",Spacetech,2021,2017.0,Artha india ventures
Legalpay,Seed,0.0,New delhi,A trusted financial partner for advocates and corporate.,Fintech,2021,2019.0,9unicorns
Glamplus,Series B,200000.0,Bangalore,India's #1 saas based salon experience software,Saas,2021,2020.0,Inflection point ventures
Tekie,Seed,1500000.0,Gurugram,"Tekie is a live coding platform for kids that uses the power of storytelling, to make learning to code a movie-like experience.",Edtech,2021,2017.0,Gsv
Asirvad microfinance,Undisclosed,15000000.0,Chennai,Asirvad microfinance provides microfinance loans to women from a poor and low-income households.,Fintech,2021,2007.0,Worldbusiness capital
Avalon labs,Series B,0.0,Bangalore,"Avalon labs incubates, invests, partners with and spearheads technology companies that are on the cutting edge.",Fintech,2021,2017.0,Tanglin ventures
Betterhalf.ai,Series B,3000000.0,Bangalore,India’s first and only matrimony app without parents. 10l verified profiles 20l matches 50k relationships 3k marriages,Matrimony,2021,2016.0,Y combinator
Koo,Series B,30000000.0,Bangalore,Koo app operates as a microblogging app.,Social media,2021,2020.0,Balaji srinivasan
Rezo.ai,Seed,0.0,Noida,Conversational ai platform - innovate the way you communicate,AI,2021,2017.0,Devesh sachdev
Mentoria,Series B,200000.0,Mumbai,Mentoria is a holistic career discovery platform that enables students to discover themselves and the careers they will enjoy and excel at.,Edtech,2021,2015.0,Pradeep k jaisingh
Cuvette tech,Seed,1800000.0,Bangalore,Help startups to find interns who are verified on their software development skills and problem-solving abilities.,Human resources,2021,2020.0,Varun alagh
Clensta,Undisclosed,600000.0,New delhi,A biotechnology start-up was incorporated to improve the national hygiene condition whilst addressing the aspect of water conservation.,Biotechnology,2021,2016.0,Ian fund
Farmart,Series B,24000000.0,Gurugram,Farmart is a micro-saas platform that helps food businesses source high quality produce at affordable prices,Agritech,2021,2015.0,Omidyar network india
Kodo card,Seed,8000000.0,Mumbai,Kodo card is a corporate card for new economy businesses in india.,Fintech,2021,2019.0,Brex
Polygon,Undisclosed,0.0,Mumbai,Polygon is a blockchain scalability platform.,Crypto,2021,2017.0,Mark cuban
Get my parking,Undisclosed,6000000.0,New delhi,"Get my parking, is a b2b platform-as-a-service company.",Mobility,2021,2015.0,Ivycap ventures
Cellestial,Series B,500000.0,Hyderabad,Cellestial e-mobility is a city-based startup working in developing electric tractors with the longest battery life.,Electronics,2021,2019.0,Gurj aujla
Fancode,Undisclosed,50000000.0,Mumbai,"Fancode is a multi sport aggregator platform for every sports fan, focusing on long trail sports content and contextual commerce.",Sports startup,2021,2019.0,Dream sports
Jai kisan,Series A,30000000.0,Mumbai,Jai kisan is a fintech platform that provides sustainable financing for rural emerging markets,Fintech,2021,2017.0,The chatterjee group
Plum,Series A,15000000.0,Bangalore,High quality health insurance and health benefits,Healthcare,2021,2019.0,Harsh jain
Thatmate,Undisclosed,140000.0,Satara,Thatmate is a sexual and mental wellness app for teens.,Healthcare,2021,2019.0,Supriya kumari
Klassroom,Series B,200000.0,Mumbai,Klassroom offers a one-of-a-kind live interactive learning experience to students.,Edtech,2021,2016.0,Ah! ventures
Convin,Seed,300000.0,Bangalore,Convin is a conversation intelligence platform that helps remote sales teams to understand conversations on a deeper levels.,Saas,2021,2019.0,9unicorns accelerator fund
Mensa brands,Series A,50000000.0,Bangalore,"Mensa scales brands leveraging its expertise in ecommerce, technology, marketing, category management & demand planning.",Clothing,2021,2021.0,Accel partners
Disruptium,Undisclosed,200000.0,Ahmadabad,A consultancy platform for startups,Consulting,2021,2021.0,Pravesh mehta
Medtel healthcare,Series B,5000000.0,Orissia,An aggregator for digital health clinics in low resource settings.,Healthcare,2021,2017.0,
Pickright technologies,Undisclosed,200000.0,Bangalore,Pickright is a fintech marketplace platform for stock market investors and the stock market advisors.,Fintech,2021,2019.0,Gaurav gupta
Ingenium,Seed,0.0,New delhi,Ingenium education has been pushing e-learning by bringing small and medium sized institutes and schools online.,Edtech,2021,2018.0,Lead angels
Bharatpe,Debt,6000000.0,New delhi,"Bharatpe is the definitive platform for financial services. we process payments via upi and pos, and provide credit / loans to our merchants",Fintech,2021,2018.0,Amplo
Rulezero,Seed,1000000.0,Bangalore,Rulezero is a technology platform created by experienced startup executives to automate and manage the equity ownership of a startup.,Tech startup,2021,2019.0,Induslaw
Rubix data sciences,Seed,800000.0,Mumbai,"Rubix data sciences focuses on simplifying decision making for credit, risk, compliance, supply chain and marketing professionals in the b2b domain.",It startup,2021,2018.0,
Locobuzz,Series A,4000000.0,Mumbai,Locobuzz is an analytics-based integrated marketing platform.,Analytics,2021,2011.0,Yuj ventures
We founder circle,Seed,2000000.0,Mumbai,"A global platform of founders for founders offering investment, network and business opportunities.",Fintech,2021,2020.0,Geekster
Haqdarshak,Series B,800000.0,Jaipur,Haqdarshak is a tech platform that connects citizens with their eligible welfare schemes.,Finance,2021,2015.0,Manish subramaniam
Celcius,Seed,0.0,Mumbai,The “online” cold chain network for reefer trucks and cold storage facilities.,Logistics,2021,2020.0,Eaglewings ventures
Enthu.ai,Undisclosed,200000.0,Chandigarh,Enthu.ai operates as a conversation intelligence startup.,AI,2021,2020.0,Appit simple infotek
Myelin foundry,Series B,1000000.0,Bangalore,"Myelin foundry is a deep tech product start-up transforming human experiences and industry outcomes by building artificial intelligence algorithms on video, voice, and sensor data, for consumer edge devices",AI,2021,2019.0,Beyond next ventures
Superops.ai,Seed,3000000.0,Chennai,Superops.ai is an early stage startup in the msp space.,AI,2021,2020.0,Ramakant sharma
6degree,Undisclosed,1000000.0,Mumbai,6degree is a fashion retail startup that provides a launchpad to fashion talent and brands using a tech-enabled platform.,Retail,2021,2014.0,Keiretsu forum
Teachmint,Series A,16500000.0,Bangalore,Teachmint is an online learning platform that focuses on tutor-student connectivity.,Edtech,2021,2020.0,Lightspeed india partners
Sarathi,Seed,100000.0,Jodhpur,"Offer a range of services like lab tests, consultation at home, nursing services, emergency services, and appointment management.",Healthcare,2021,2020.0,
Jidoka technologies,Seed,340000.0,Chennai,"Deliver automation of visual inspection, retaining the power of human intelligence, to enhance quality and efficiency",Software,2021,2018.0,
Rapido,Series C,43000000.0,Bangalore,Rapido is a bike taxi service that encourages people to offer bike rides to other people.,Transportation,2021,2015.0,Skycatcher
Byju's,Undisclosed,150000000.0,Bangalore,Byju's is an educational technology company that develops personalized learning programs for k-12 students.,Edtech,2021,2011.0,Tiga investments
Elasticrun,Series D,75000000.0,Pune,Elasticrun develops an online system that improves the reception of orders from customers and the dispatch of delivery drivers.,E-commerce,2021,2015.0,Avataar venture partners
Avail finance,Debt,3000000.0,Bangalore,Avail is a mobile-first platform aiming to financially include the urban mass of india.,Fintech,2021,2017.0,Alteria capital
Nivesh,Series B,1600000.0,Noida,Nivesh.com is a mass market mutual funds investment platform.,Fintech,2021,2016.0,Raghav kapur
Thingsup,Undisclosed,1000000.0,Pune,Thingsup is an enterprise grade iot platform.,Iot platform,2021,2020.0,Gsf accelerator
Arthya wealth and investments,Series B,1000000.0,Mumbai,"A comprehensive, high quality, open-architecture based wealth management and investment advisory platform, to cater to investors across the board: individuals, businesses/corporate treasuries, family offices, trusts and more.",Fintech,2021,2020.0,Rishi kumar bagla
Zepto,Undisclosed,60000000.0,Mumbai,Grocery delivery startup,E-commerce,2021,2021.0,Glade brook capital
Fi,Series B,50000000.0,Bangalore,Fi is a neo bank.,Financial services,2021,2019.0,Capital group
Kiko live,Series B,1000000.0,Gurugram,Video-based social commerce startup,Commerce,2021,2020.0,Dinesh agarwal
Turbohire,Undisclosed,0.0,Hyderabad,"Industry-leading augmented intelligence software for talent intelligence, recruitment automation, and applicant tracking",Computer software,2021,2019.0,Arcilla
The hosteller,Series B,1000000.0,Mumbai,"Pit-stop for global as well as local travellers to relax, rejuvenate and experience india’s rich heritage while not worrying about a clean, safe and smart place to stay.",Hospitality,2021,2015.0,Sunicon ventures
Satsure,Undisclosed,0.0,Bangalore,Satsure is an innovative decision analytics company,Defense & space,2021,2017.0,Baring pe india
Ruptok fintech,Series B,2000000.0,New delhi,"Ruptok fintech pvt. ltd. is an online gold loan service provider , with attractive interests rate .",Financial services,2021,2020.0,Manuvel malabar jewellers
Vilcart,Undisclosed,2000000.0,Bangalore,Vilcart's motto is sustainable rural development through stability for rural retailers.,Retail,2021,2017.0,Nabventures
Dogsee chew,Series B,7000000.0,Bangalore,100% natural dog treats.,Food and Beverages,2021,2015.0,Sixth sense ventures
Advantage club,Series B,3300000.0,Gurugram,Advantage club is india's largest employee engagement platform.,Hr tech,2021,2014.0,Y combinator
Trdr,Undisclosed,150000.0,Bangalore,Trdr is an all-new approach to investing.,Financial services,2021,2020.0,Kunal shah
Zoomcar,Undisclosed,92000000.0,Bangalore,Zoomcar holds the distinction of being india’s first personal mobility platform,Mobility,2021,2012.0,Sternaegis ventures
Leap india,Undisclosed,10000000.0,Mumbai,"""leading enterprise in asset pooling"" india's largest sustainable supply chain solutions company.",Logistics & supply chain,2021,2013.0,Cdc group
Superbottoms,Undisclosed,400000.0,Mumbai,Superbottoms was born out of a personal passion for cloth diapering that would give the convenience of diapers while not harming the environment and baby’s skin.,Consumer goods,2021,2015.0,Alteria capital
Cora health,Seed,600000.0,Bangalore,Social commerce marketplace for everyday health and wellness.,Healthcare,2021,2020.0,Indian angel network
Battery smart,Series B,7000000.0,New delhi,Battery smart is building india’s largest network of battery swapping stations providing li-ion batteries,Renewables & environment,2021,2019.0,Blume ventures
The good glamm group,Series D,150000000.0,Pune,South asia’s largest content-to-commerce scale-up investing $100 million in fast-growing beauty & personal care brands.,Information technology & services,2021,2021.0,Warburg pincus
Mosaic wellness,Series A,24000000.0,Mumbai,A platform of digital first health clinics for men and women,Healthcare,2021,2019.0,Sequoia
Cloudfiles,Seed,300000.0,Bangalore,"Supercharge files with enterprise-grade security, page-by-page analytics and powerful content automations.",Saas,2021,2020.0,Titan capital
The viral fever,Undisclosed,2000000.0,Mumbai,India's leading digital entertainment network.,Entertainment,2021,2012.0,Blacksoil
Xpand,Series B,1500000.0,New delhi,Lmce handholds brands and enables their reach across the unserved & under-served pockets of the country in a sustainable manner to drive measurable growth.,Retail,2021,2021.0,Akash prakash
Troo good,Series A,7000000.0,Hyderabad,An fmcg company selling nutritious products at an affordable price points.,E-commerce,2021,2018.0,Oaks asset management
Prodo,Seed,300000.0,New delhi,"Prodo is an e-commerce platform that provides manufacturing of made-to-order, readymade and white labeled consumables for medium and large enterprises.",Business supplies & equipment,2021,2021.0,Titan capital
Unnati,Series A,7000000.0,Noida,Fintech powered digital agri ecosystem,Fintech,2021,2019.0,Incofin
